id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
1996-elite-01-nanset-ungdomsmusikkorps,1996,Elite,1,Nanset Ungdomsmusikkorps,Odd Terje Lysebo,Symphony IV (Syrinx); Midnight Music,"['Symphony IV (Syrinx)', 'Midnight Music']",,[],95.0,100.0,https://nmbrass.no/nmjanitsjar/static/nansetungdomsmusikkorps.jpg,,,,2025-09-23T13:20:59.809196
1996-elite-02-lillestrøm-musikkorps,1996,Elite,2,Lillestrøm Musikkorps,Ingar Bergby,"Symphonic Metamorphosis of themes by Carl Maria von Weber; Theme and Variations for Wind Band, Op. 43a","['Symphonic Metamorphosis of themes by Carl Maria von Weber', 'Theme and Variations for Wind Band, Op. 43a']",,[],93.0,100.0,https://www.lillestrom-musikkorps.no/data/files/bilde17-brussel1.jpg,,,,2025-09-23T13:20:59.809199
1996-elite-03-dragefjellets-musikkorps-bergen,1996,Elite,3,Dragefjellets Musikkorps Bergen,Lars Kristian Brynhildsen,Pines of Rome; Festive Overture,"['Pines of Rome', 'Festive Overture']",,[],92.0,100.0,http://dragene.no/wp-content/uploads/2016/03/12821425_10154123000919101_6934214023861599412_n.jpg,,,,2025-09-23T13:20:59.809202
1996-elite-04-halsen-musikkforening,1996,Elite,4,Halsen Musikkforening,Helge Haukås,Pagan Dances; A Myth for Symphonic Band,"['Pagan Dances', 'A Myth for Symphonic Band']",,[],90.0,100.0,,,,,2025-09-23T13:20:59.809204
1996-elite-05-vestre-aker-musikkorps,1996,Elite,5,Vestre Aker Musikkorps,Erlend Tunestveit,,[],,[],88.0,100.0,https://nmbrass.no/nmjanitsjar/static/vestreakermusikkorps.jpg,,,,2025-09-23T13:20:59.809206
1996-elite-06-skjetten-ungdomskorps,1996,Elite,6,Skjetten Ungdomskorps,Hans Andreas Kjølberg,,[],,[],87.0,100.0,,,,,2025-09-23T13:20:59.809208
1996-1-divisjon-01-sandvikens-ungdomskorps,1996,1. divisjon,1,Sandvikens Ungdomskorps,Ray Farr,The Sword and the Crown; Figures Sonores (plikt),"['The Sword and the Crown', 'Figures Sonores (plikt)']",,[],96.0,100.0,,,,,2025-09-23T13:20:59.809211
1996-1-divisjon-02-sandefjord-musikkorps,1996,1. divisjon,2,Sandefjord Musikkorps,Odd Terje Lysebo,Figures Sonores (plikt),['Figures Sonores (plikt)'],,[],93.0,100.0,http://www.sandefjord-musikkorps.no/assets/images/vi-er-smk.jpg,,,,2025-09-23T13:20:59.809213
1996-1-divisjon-03-stabekk-janitsjarorkester,1996,1. divisjon,3,Stabekk Janitsjarorkester,Jan Roger Øren,Figures Sonores (plikt),['Figures Sonores (plikt)'],,[],91.5,100.0,http://www.sjo.no/images/SJO-planetene-2015-922px.jpg,,,,2025-09-23T13:20:59.809215
1996-1-divisjon-04-sarpsborg-janitsjarkorps,1996,1. divisjon,4,Sarpsborg Janitsjarkorps,Christer Johannesen,Festival Variations; Figures Sonores (plikt),"['Festival Variations', 'Figures Sonores (plikt)']",,[],90.0,100.0,https://nmbrass.no/nmjanitsjar/static/sarpsborgjanitsjarkorps.jpg,,,,2025-09-23T13:20:59.809218
1996-1-divisjon-05-byneset-musikkorps,1996,1. divisjon,5,Byneset Musikkorps,Per Kvistad Uddu,Festival Variations; Figures Sonores (plikt),"['Festival Variations', 'Figures Sonores (plikt)']",,[],89.0,100.0,https://nmbrass.no/nmjanitsjar/static/bynesetmusikkorps.jpg,,,,2025-09-23T13:20:59.809220
1996-1-divisjon-05-drammen-konsertorkester,1996,1. divisjon,5,Drammen Konsertorkester,Odd Ulleberg,Figures Sonores (plikt),['Figures Sonores (plikt)'],,[],89.0,100.0,https://nmbrass.no/nmjanitsjar/static/drammenkonsertorkester.jpg,,,,2025-09-23T13:20:59.809222
1996-1-divisjon-07-sinsen-konsertorkester,1996,1. divisjon,7,Sinsen Konsertorkester,Halvor Holm,Figures Sonores (plikt),['Figures Sonores (plikt)'],,[],88.0,100.0,https://nmbrass.no/nmjanitsjar/static/sinsenmusikkorps.jpg,,,,2025-09-23T13:20:59.809224
1996-1-divisjon-08-aalesunds-ungdomsmusikkorps,1996,1. divisjon,8,Aalesunds Ungdomsmusikkorps,Arnfinn Dalhaug,Symphonic Overture; Figures Sonores (plikt),"['Symphonic Overture', 'Figures Sonores (plikt)']",,[],87.0,100.0,,,,,2025-09-23T13:20:59.809226
1996-1-divisjon-09-lørenskog-musikkorps,1996,1. divisjon,9,Lørenskog Musikkorps,Pål Gløtta,"Armenian Dances, Part 1; Figures Sonores (plikt)","['Armenian Dances, Part 1', 'Figures Sonores (plikt)']",,[],87.0,100.0,https://nmbrass.no/nmjanitsjar/static/lorenskogmusikkorps.jpg,,,,2025-09-23T13:20:59.809228
1996-1-divisjon-10-nittedal-og-hakadal-janitsjar,1996,1. divisjon,10,Nittedal og Hakadal Janitsjar,Christer Bergby,Fanfare and Choral; Figures Sonores (plikt),"['Fanfare and Choral', 'Figures Sonores (plikt)']",,[],86.5,100.0,http://musikkorps.no/wp-content/uploads/2015/01/NM-Nittedal-og-Hakadal-Janitsjar.jpg,,,,2025-09-23T13:20:59.809231
1996-1-divisjon-11-kolstad-janitsjar,1996,1. divisjon,11,Kolstad Janitsjar,Gavin David Lee,Figures Sonores (plikt),['Figures Sonores (plikt)'],,[],85.0,100.0,,,,,2025-09-23T13:20:59.809233
1996-1-divisjon-12-kolbotn-konsertorkester,1996,1. divisjon,12,Kolbotn Konsertorkester,Erlend Tunestveit,Symfoni nr. 1; Figures Sonores (plikt),"['Symfoni nr. 1', 'Figures Sonores (plikt)']","""Pits Left in""","['""Pits Left in""']",84.0,100.0,,,,,2025-09-23T13:20:59.809236
1996-2-divisjon-01-bispehaugen-ungdomskorps,1996,2. divisjon,1,Bispehaugen Ungdomskorps,Torstein Siegel,Festive Overture; The Forest of Arden (plikt),"['Festive Overture', 'The Forest of Arden (plikt)']",,[],94.5,100.0,https://nmbrass.no/nmjanitsjar/static/bispehaugenungdomskorps.jpg,,,,2025-09-23T13:20:59.809238
1996-2-divisjon-02-opus-82,1996,2. divisjon,2,Opus 82,Christer Bergby,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],93.5,100.0,"https://static.wixstatic.com/media/8835a5_5cd78cff169f454fb6d0a54169c9106d.jpg/v1/fill/w_472,h_330,al_c,q_80,usm_0.66_1.00_0.01/8835a5_5cd78cff169f454fb6d0a54169c9106d.jpg",,,,2025-09-23T13:20:59.809240
1996-2-divisjon-03-vestsidens-musikkorps,1996,2. divisjon,3,Vestsidens Musikkorps,Arild Andersen,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],93.0,100.0,https://nmbrass.no/nmjanitsjar/static/vestsidensmusikkorps.jpg,,,,2025-09-23T13:20:59.809242
1996-2-divisjon-04-greåker-musikkorps,1996,2. divisjon,4,Greåker Musikkorps,Hans Andreas Kjølberg,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],92.5,100.0,,,,,2025-09-23T13:20:59.809245
1996-2-divisjon-05-lungegaardens-musikkorps,1996,2. divisjon,5,Lungegaardens Musikkorps,Jan L. Jacobsen,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],92.0,100.0,https://nmbrass.no/nmjanitsjar/static/lungegaardensmusikkorps.jpg,,,,2025-09-23T13:20:59.809247
1996-2-divisjon-06-hønefoss-ungdomskorps,1996,2. divisjon,6,Hønefoss Ungdomskorps,Gunnar Lintvedt,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],91.0,100.0,,,,,2025-09-23T13:20:59.809249
1996-2-divisjon-07-sande-musikkorps,1996,2. divisjon,7,Sande Musikkorps,Gunnar Lintvedt,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],90.5,100.0,,,,,2025-09-23T13:20:59.809251
1996-2-divisjon-08-tønsberg-janitsjarkorps,1996,2. divisjon,8,Tønsberg Janitsjarkorps,Thorbjørn Lønmo,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],90.0,100.0,https://nmbrass.no/nmjanitsjar/static/tonsbergjanitsjarkorps.jpg,,,,2025-09-23T13:20:59.809253
1996-2-divisjon-09-musikklaget-lurlåt,1996,2. divisjon,9,Musikklaget Lurlåt,Arnfinn Dalhaug,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],89.0,100.0,,,,,2025-09-23T13:20:59.809255
1996-2-divisjon-10-eidsvåg-musikklag,1996,2. divisjon,10,Eidsvåg Musikklag,Knut Emil Mjøs,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],88.5,100.0,,,,,2025-09-23T13:20:59.809258
1996-2-divisjon-11-strinda-ungdomskorps,1996,2. divisjon,11,Strinda Ungdomskorps,Tom Wulff,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],88.5,100.0,,,,,2025-09-23T13:20:59.809259
1996-2-divisjon-12-musikkforeningen-nidarholm,1996,2. divisjon,12,Musikkforeningen Nidarholm,Per Anders Emilsen,Music for a Festival; The Forest of Arden (plikt),"['Music for a Festival', 'The Forest of Arden (plikt)']",,[],88.0,100.0,https://nidarholm.no/data/gallery/gallery1/img/dsc0378-web.jpg,,,,2025-09-23T13:20:59.809262
1996-2-divisjon-13-alvøens-musikkforening,1996,2. divisjon,13,Alvøens Musikkforening,Stein Åge Sørlie,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],85.5,100.0,,,,,2025-09-23T13:20:59.809264
1996-2-divisjon-14-heimdal-musikkorps,1996,2. divisjon,14,Heimdal Musikkorps,Endre Ladehaug,A Festive Overture (for Concert Band); The Forest of Arden (plikt),"['A Festive Overture (for Concert Band)', 'The Forest of Arden (plikt)']",,[],85.0,100.0,https://nmbrass.no/nmjanitsjar/static/heimdalmusikkorps.jpg,,,,2025-09-23T13:20:59.809266
1996-2-divisjon-15-mo-hornmusikk,1996,2. divisjon,15,Mo Hornmusikk,Tor Halvard Nilsen,The Forest of Arden (plikt),['The Forest of Arden (plikt)'],,[],85.0,100.0,https://nmbrass.no/nmjanitsjar/static/mohornmusikk.jpg,,,,2025-09-23T13:20:59.809268
