id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2010-elite-01-lillestrøm-musikkorps,2010,Elite,1,Lillestrøm Musikkorps,Trond Sverre Myhre,,[],,[],97.0,100.0,https://www.lillestrom-musikkorps.no/data/files/bilde17-brussel1.jpg,,,,2025-08-25T20:48:54.073594
2010-elite-02-dragefjellets-musikkorps-bergen,2010,Elite,2,Dragefjellets Musikkorps Bergen,Trond Korsgård,,[],,[],96.0,100.0,http://dragene.no/wp-content/uploads/2016/03/12821425_10154123000919101_6934214023861599412_n.jpg,,,,2025-08-25T20:48:54.073598
2010-elite-03-musikkforeningen-nidarholm,2010,Elite,3,Musikkforeningen Nidarholm,Espen Andersen,,[],,[],95.0,100.0,https://nidarholm.no/data/gallery/gallery1/img/dsc0378-web.jpg,,,,2025-08-25T20:48:54.073600
2010-elite-04-vestre-aker-musikkorps,2010,Elite,4,Vestre Aker Musikkorps,Thomas Rimul,,[],,[],94.0,100.0,https://nmbrass.no/nmjanitsjar/static/vestreakermusikkorps.jpg,,,,2025-08-25T20:48:54.073602
2010-elite-05-sarpsborg-janitsjarkorps,2010,Elite,5,Sarpsborg Janitsjarkorps,Geir Holm,,[],,[],93.0,100.0,https://nmbrass.no/nmjanitsjar/static/sarpsborgjanitsjarkorps.jpg,,,,2025-08-25T20:48:54.073604
2010-elite-06-nittedal-og-hakadal-janitsjar,2010,Elite,6,Nittedal og Hakadal Janitsjar,John-Philip Hannevik,,[],,[],92.0,100.0,http://musikkorps.no/wp-content/uploads/2015/01/NM-Nittedal-og-Hakadal-Janitsjar.jpg,,,,2025-08-25T20:48:54.073606
2010-elite-07-drammen-konsertorkester,2010,Elite,7,Drammen Konsertorkester,Rune Bergman,,[],,[],91.0,100.0,https://nmbrass.no/nmjanitsjar/static/drammenkonsertorkester.jpg,,,,2025-08-25T20:48:54.073608
2010-elite-08-sandvikens-ungdomskorps,2010,Elite,8,Sandvikens Ungdomskorps,Tormod Flaten,,[],,[],89.0,100.0,,,,,2025-08-25T20:48:54.073610
2010-elite-09-kolbotn-konsertorkester,2010,Elite,9,Kolbotn Konsertorkester,Sverre Stakston Olsrud,,[],,[],86.0,100.0,,,,,2025-08-25T20:48:54.073612
2010-elite-10-sagene-janitsjarkorps,2010,Elite,10,Sagene Janitsjarkorps,Tom Skjellum,,[],,[],83.0,100.0,https://nmbrass.no/nmjanitsjar/static/sagenejanitsjarkorps.jpg,,,,2025-08-25T20:48:54.073614
2010-1-divisjon-01-sandefjord-musikkorps,2010,1. divisjon,1,Sandefjord Musikkorps,Odd Terje Lysebo,,[],,[],94.0,100.0,http://www.sandefjord-musikkorps.no/assets/images/vi-er-smk.jpg,,,,2025-08-25T20:48:54.073616
2010-1-divisjon-02-mo-hornmusikk,2010,1. divisjon,2,Mo Hornmusikk,Reid Gilje,,[],,[],93.0,100.0,https://nmbrass.no/nmjanitsjar/static/mohornmusikk.jpg,,,,2025-08-25T20:48:54.073618
2010-1-divisjon-03-christiania-blåseensemble,2010,1. divisjon,3,Christiania Blåseensemble,Lars-Thomas Holm,,[],,[],92.0,100.0,https://nmbrass.no/nmjanitsjar/static/christianiablaseensemble.jpg,,,,2025-08-25T20:48:54.073620
2010-1-divisjon-04-skjold-nesttun-janitsjar,2010,1. divisjon,4,Skjold Nesttun Janitsjar,Bengt Florvåg,,[],,[],91.0,100.0,https://nmbrass.no/nmjanitsjar/static/skjoldnesttunjanitsjar.jpg,,,,2025-08-25T20:48:54.073622
2010-1-divisjon-05-kolbu-janitsjarkorps,2010,1. divisjon,5,Kolbu Janitsjarkorps,Christian Skarbø Tenfjord,,[],,[],90.0,100.0,,,,,2025-08-25T20:48:54.073624
2010-1-divisjon-06-borge-musikkorps,2010,1. divisjon,6,Borge Musikkorps,Christer Bergby,,[],,[],89.0,100.0,https://nmbrass.no/nmjanitsjar/static/borgemusikkorps.jpg,,,,2025-08-25T20:48:54.073626
2010-1-divisjon-07-halsen-musikkforening,2010,1. divisjon,7,Halsen Musikkforening,Espen Andersen,,[],,[],88.5,100.0,,,,,2025-08-25T20:48:54.073628
2010-1-divisjon-07-sande-musikkorps,2010,1. divisjon,7,Sande Musikkorps,Rune Bergman,,[],,[],88.5,100.0,,,,,2025-08-25T20:48:54.073629
2010-1-divisjon-09-stabekk-janitsjarorkester,2010,1. divisjon,9,Stabekk Janitsjarorkester,Vegard Landaas,,[],,[],88.0,100.0,http://www.sjo.no/images/SJO-planetene-2015-922px.jpg,,,,2025-08-25T20:48:54.073631
2010-1-divisjon-10-lørenskog-musikkorps,2010,1. divisjon,10,Lørenskog Musikkorps,Tarjei W. Grimsby,,[],,[],87.0,100.0,https://nmbrass.no/nmjanitsjar/static/lorenskogmusikkorps.jpg,,,,2025-08-25T20:48:54.073634
2010-1-divisjon-11-bispehaugen-ungdomskorps,2010,1. divisjon,11,Bispehaugen Ungdomskorps,Tomas Carstensen,,[],,[],86.0,100.0,https://nmbrass.no/nmjanitsjar/static/bispehaugenungdomskorps.jpg,,,,2025-08-25T20:48:54.073635
2010-1-divisjon-12-vestsidens-musikkorps,2010,1. divisjon,12,Vestsidens Musikkorps,Arild Andersen,,[],,[],85.0,100.0,https://nmbrass.no/nmjanitsjar/static/vestsidensmusikkorps.jpg,,,,2025-08-25T20:48:54.073637
