id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
1999-elite-01-lillestrøm-musikkorps,1999,Elite,1,Lillestrøm Musikkorps,Ingar Bergby,"Theme and Variations for Wind Band, Op. 43a; Symphony in B flat for Concert Band","['Theme and Variations for Wind Band, Op. 43a', 'Symphony in B flat for Concert Band']",,[],93.0,100.0,https://www.lillestrom-musikkorps.no/data/files/bilde17-brussel1.jpg,,,,2025-09-23T13:20:59.825870
1999-elite-02-sarpsborg-janitsjarkorps,1999,Elite,2,Sarpsborg Janitsjarkorps,Geir Holm,Symphony in B flat for Concert Band; Fanfare and Choral,"['Symphony in B flat for Concert Band', 'Fanfare and Choral']",,[],91.0,100.0,https://nmbrass.no/nmjanitsjar/static/sarpsborgjanitsjarkorps.jpg,,,,2025-09-23T13:20:59.825874
1999-elite-03-dragefjellets-musikkorps-bergen,1999,Elite,3,Dragefjellets Musikkorps Bergen,Lars Kristian Brynhildsen,Tam o'Shanter,"[""Tam o'Shanter""]",,[],89.0,100.0,http://dragene.no/wp-content/uploads/2016/03/12821425_10154123000919101_6934214023861599412_n.jpg,,,,2025-09-23T13:20:59.825876
1999-elite-04-vestre-aker-musikkorps,1999,Elite,4,Vestre Aker Musikkorps,Thomas Rimul,,[],,[],88.0,100.0,https://nmbrass.no/nmjanitsjar/static/vestreakermusikkorps.jpg,,,,2025-09-23T13:20:59.825879
1999-elite-05-sandefjord-musikkorps,1999,Elite,5,Sandefjord Musikkorps,Odd Terje Lysebo,,[],,[],86.0,100.0,http://www.sandefjord-musikkorps.no/assets/images/vi-er-smk.jpg,,,,2025-09-23T13:20:59.825881
1999-elite-06-sandvikens-ungdomskorps,1999,Elite,6,Sandvikens Ungdomskorps,Ray Farr,,[],,[],85.0,100.0,,,,,2025-09-23T13:20:59.825883
1999-elite-07-aalesunds-ungdomsmusikkorps,1999,Elite,7,Aalesunds Ungdomsmusikkorps,Arnfinn Dalhaug,,[],,[],83.0,100.0,,,,,2025-09-23T13:20:59.825885
1999-1-divisjon-01-skjetten-ungdomskorps,1999,1. divisjon,1,Skjetten Ungdomskorps,Svein Greni,"Mutanza; Legend, op. 81 (plikt)","['Mutanza', 'Legend, op. 81 (plikt)']",,[],95.0,100.0,,,,,2025-09-23T13:20:59.825888
1999-1-divisjon-02-kolbotn-konsertorkester,1999,1. divisjon,2,Kolbotn Konsertorkester,Erlend Tunestveit,"Dionysiaques; Legend, op. 81 (plikt)","['Dionysiaques', 'Legend, op. 81 (plikt)']",,[],93.0,100.0,,,,,2025-09-23T13:20:59.825890
1999-1-divisjon-03-nittedal-og-hakadal-janitsjar,1999,1. divisjon,3,Nittedal og Hakadal Janitsjar,Trond Elnes,"Changes; Legend, op. 81 (plikt)","['Changes', 'Legend, op. 81 (plikt)']",,[],91.0,100.0,http://musikkorps.no/wp-content/uploads/2015/01/NM-Nittedal-og-Hakadal-Janitsjar.jpg,,,,2025-09-23T13:20:59.825893
