id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
1982-1-divisjon-01-sarpsborg-ungdomskorps,1982,1. divisjon,1,Sarpsborg Ungdomskorps,Steinar Haakenstad,Festive Overture; Eufonie (plikt),"['Festive Overture', 'Eufonie (plikt)']",,[],92.0,100.0,,,,,2025-09-23T13:59:30.248591
1982-1-divisjon-02-hamar-musikkorps,1982,1. divisjon,2,Hamar Musikkorps,Ragnar Røgeberg,En Natt på Bloksberg; Eufonie (plikt),"['En Natt på Bloksberg', 'Eufonie (plikt)']",,[],88.9,100.0,,,,,2025-09-23T13:59:30.248598
1982-1-divisjon-03-stavanger-musikkorps-av-1919,1982,1. divisjon,3,Stavanger Musikkorps av 1919,Robert Rønnes,An Outdoor Overture; Eufonie (plikt),"['An Outdoor Overture', 'Eufonie (plikt)']",,[],87.7,100.0,https://nmbrass.no/nmjanitsjar/static/stavangermusikkorps1919.jpg,,,,2025-09-23T13:59:30.248604
1982-1-divisjon-04-sandefjord-musikkorps,1982,1. divisjon,4,Sandefjord Musikkorps,Per Christian Ormar,"Akademisk festovertyre, Op. 80; Eufonie (plikt)","['Akademisk festovertyre, Op. 80', 'Eufonie (plikt)']",,[],81.4,100.0,http://www.sandefjord-musikkorps.no/assets/images/vi-er-smk.jpg,,,,2025-09-23T13:59:30.248609
1982-2-divisjon-01-aalesunds-ungdomsmusikkorps,1982,2. divisjon,1,Aalesunds Ungdomsmusikkorps,Tor Haram,Marinarella; Festive Piece (plikt),"['Marinarella', 'Festive Piece (plikt)']",,[],91.0,100.0,,,,,2025-09-23T13:59:30.248614
1982-2-divisjon-02-årstad-musikkorps,1982,2. divisjon,2,Årstad Musikkorps,Helge Haukås,Festive Piece (plikt),['Festive Piece (plikt)'],,[],90.2,100.0,,,,,2025-09-23T13:59:30.248619
1982-2-divisjon-03-heimdal-musikkorps,1982,2. divisjon,3,Heimdal Musikkorps,Nils Kvenild,Festive Piece (plikt),['Festive Piece (plikt)'],,[],89.7,100.0,https://nmbrass.no/nmjanitsjar/static/heimdalmusikkorps.jpg,,,,2025-09-23T13:59:30.248624
1982-2-divisjon-04-musikklaget-brage,1982,2. divisjon,4,Musikklaget Brage,Per Grønli,Festive Piece (plikt),['Festive Piece (plikt)'],,[],88.9,100.0,,,,,2025-09-23T13:59:30.248628
1982-2-divisjon-05-strinda-ungdomskorps,1982,2. divisjon,5,Strinda Ungdomskorps,Stein Jacobsen,Festive Piece (plikt),['Festive Piece (plikt)'],,[],86.5,100.0,,,,,2025-09-23T13:59:30.248633
