id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2017-elite-01-lillestrøm-musikkorps,2017,Elite,1,Lillestrøm Musikkorps,Trond Sverre Myhre,"Symphony no. 6, A Cotswold Symphony","['Symphony no. 6, A Cotswold Symphony']",,[],98.0,100.0,https://www.lillestrom-musikkorps.no/data/files/bilde17-brussel1.jpg,,,,2025-09-23T13:20:59.945984
2017-elite-02-musikkforeningen-nidarholm,2017,Elite,2,Musikkforeningen Nidarholm,Bjørn Sagstad,Variasjoner over en folketone fra Valdres; Extreme Make-Over,"['Variasjoner over en folketone fra Valdres', 'Extreme Make-Over']",,[],96.67,100.0,https://nidarholm.no/data/gallery/gallery1/img/dsc0378-web.jpg,,,,2025-09-23T13:20:59.945988
2017-elite-03-christiania-blåseensemble,2017,Elite,3,Christiania Blåseensemble,Trond Husebø,"Ouverture, op. 2; Tics and Tiffs; Norsk Rapsodi nr. 1","['Ouverture, op. 2', 'Tics and Tiffs', 'Norsk Rapsodi nr. 1']",,[],95.0,100.0,https://nmbrass.no/nmjanitsjar/static/christianiablaseensemble.jpg,,,,2025-09-23T13:20:59.945991
2017-elite-04-vestre-aker-musikkorps,2017,Elite,4,Vestre Aker Musikkorps,John-Philip Hannevik,"Masquerade for Band, Op. 102; Symphony in B flat for Concert Band","['Masquerade for Band, Op. 102', 'Symphony in B flat for Concert Band']",,[],94.83,100.0,https://nmbrass.no/nmjanitsjar/static/vestreakermusikkorps.jpg,,,,2025-09-23T13:20:59.945993
2017-elite-05-dragefjellets-musikkorps-bergen,2017,Elite,5,Dragefjellets Musikkorps Bergen,Svein Henrik Giske,"Svensk Rapsodi nr. 1, Op. 19, Midsommervaka; Symphony no 3, Finale","['Svensk Rapsodi nr. 1, Op. 19, Midsommervaka', 'Symphony no 3, Finale']",,[],93.67,100.0,http://dragene.no/wp-content/uploads/2016/03/12821425_10154123000919101_6934214023861599412_n.jpg,,,,2025-09-23T13:20:59.945995
2017-elite-06-mo-hornmusikk,2017,Elite,6,Mo Hornmusikk,Reid Gilje,Vientos; Redline Tango,"['Vientos', 'Redline Tango']",,[],92.0,100.0,https://nmbrass.no/nmjanitsjar/static/mohornmusikk.jpg,,,,2025-09-23T13:20:59.945998
2017-elite-07-opus-82,2017,Elite,7,Opus 82,Sverre Stakston Olsrud,Dionysiaques; Continental divide,"['Dionysiaques', 'Continental divide']",,[],90.5,100.0,"https://static.wixstatic.com/media/8835a5_5cd78cff169f454fb6d0a54169c9106d.jpg/v1/fill/w_472,h_330,al_c,q_80,usm_0.66_1.00_0.01/8835a5_5cd78cff169f454fb6d0a54169c9106d.jpg",,,,2025-09-23T13:20:59.946000
2017-elite-08-sarpsborg-janitsjarkorps,2017,Elite,8,Sarpsborg Janitsjarkorps,Rune André Halvorsen,Recoil; Les Preludes,"['Recoil', 'Les Preludes']",,[],89.0,100.0,https://nmbrass.no/nmjanitsjar/static/sarpsborgjanitsjarkorps.jpg,,,,2025-09-23T13:20:59.946002
2017-elite-09-sandvikens-ungdomskorps,2017,Elite,9,Sandvikens Ungdomskorps,Ray Farr,"Trance; Out of Earth, 3. sats ""Emergico""","['Trance', 'Out of Earth, 3. sats ""Emergico""']",,[],87.67,100.0,,,,,2025-09-23T13:20:59.946004
2017-elite-10-greåker-musikkorps,2017,Elite,10,Greåker Musikkorps,Geir Holm,Asphalt Cocktail; In Brief; Aurora Awakes,"['Asphalt Cocktail', 'In Brief', 'Aurora Awakes']",,[],87.33,100.0,,,,,2025-09-23T13:20:59.946007
