id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
1983-1-divisjon-01-dragefjellets-musikkorps-bergen,1983,1. divisjon,1,Dragefjellets Musikkorps Bergen,Per Hannevold,,[],,[],94.5,100.0,http://dragene.no/wp-content/uploads/2016/03/12821425_10154123000919101_6934214023861599412_n.jpg,,,,2025-08-25T20:48:53.839596
1983-1-divisjon-02-hamar-musikkorps,1983,1. divisjon,2,Hamar Musikkorps,Ragnar Røgeberg,,[],,[],93.2,100.0,,,,,2025-08-25T20:48:53.839599
1983-1-divisjon-03-vestre-aker-musikkorps,1983,1. divisjon,3,Vestre Aker Musikkorps,,,[],,[],93.0,100.0,https://nmbrass.no/nmjanitsjar/static/vestreakermusikkorps.jpg,,,,2025-08-25T20:48:53.839601
1983-1-divisjon-04-sagene-janitsjarkorps,1983,1. divisjon,4,Sagene Janitsjarkorps,,,[],,[],92.9,100.0,https://nmbrass.no/nmjanitsjar/static/sagenejanitsjarkorps.jpg,,,,2025-08-25T20:48:53.839604
1983-1-divisjon-05-bispehaugen-ungdomskorps,1983,1. divisjon,5,Bispehaugen Ungdomskorps,Sigmund Ofstad,,[],,[],89.9,100.0,https://nmbrass.no/nmjanitsjar/static/bispehaugenungdomskorps.jpg,,,,2025-08-25T20:48:53.839605
1983-2-divisjon-01-os-musikkforening,1983,2. divisjon,1,Os Musikkforening,Karl Ole Midtbø,,[],,[],92.4,100.0,https://nmbrass.no/nmjanitsjar/static/osmusikkforening.jpg,,,,2025-08-25T20:48:53.839608
1983-2-divisjon-02-musikkforeningen-viken,1983,2. divisjon,2,Musikkforeningen Viken,,,[],,[],88.5,100.0,https://nmbrass.no/nmjanitsjar/static/musikkforeningenviken.jpg,,,,2025-08-25T20:48:53.839610
1983-2-divisjon-03-tromsø-orkesterforenings-janitsjarkorps,1983,2. divisjon,3,Tromsø Orkesterforenings Janitsjarkorps,Arne Bjørhøy,,[],,[],88.2,100.0,"https://static.wixstatic.com/media/dd5bbc_b0c682bb35064071b71c0549c444563e.jpg/v1/fill/w_859,h_602,al_c,q_85,usm_0.66_1.00_0.01/dd5bbc_b0c682bb35064071b71c0549c444563e.jpg",,,,2025-08-25T20:48:53.839613
1983-2-divisjon-04-årstad-musikkorps,1983,2. divisjon,4,Årstad Musikkorps,,,[],,[],87.9,100.0,,,,,2025-08-25T20:48:53.839615
1983-2-divisjon-05-nesodden-ungdomskors,1983,2. divisjon,5,Nesodden Ungdomskors,Terje Wiik Mikkelsen,,[],,[],86.7,100.0,,,,,2025-08-25T20:48:53.839617
