id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2015-elite-01-stavanger-brass-band,2015,Elite,1,Stavanger Brass Band,Allan Withington,Audivi Media Nocte,['Audivi Media Nocte'],Oliver Waespi,['Oliver Waespi'],95.0,100.0,,,,,2025-09-29T23:32:39.770100
2015-elite-02-eikanger-bjørsvik-musikklag,2015,Elite,2,Eikanger-Bjørsvik Musikklag,David King,Audivi Media Nocte,['Audivi Media Nocte'],Oliver Waespi,['Oliver Waespi'],94.0,100.0,,,,,2025-09-29T23:32:39.770104
2015-elite-03-manger-musikklag,2015,Elite,3,Manger Musikklag,Philip Harper,Perihelion: Closer to the Sun,['Perihelion: Closer to the Sun'],Philip Sparke,['Philip Sparke'],94.0,100.0,,,,,2025-09-29T23:32:39.770106
2015-elite-04-oslo-brass-band,2015,Elite,4,Oslo Brass Band,Robert Childs,The Promised Land,['The Promised Land'],Kenneth Downie,['Kenneth Downie'],90.75,100.0,,,,,2025-09-29T23:32:39.770109
2015-elite-05-bjørsvik-brass,2015,Elite,5,Bjørsvik Brass,Andreas Hanson,Paganini Variations,['Paganini Variations'],Philip Wilby,['Philip Wilby'],90.0,100.0,,,,,2025-09-29T23:32:39.770111
2015-elite-06-krohnengen-brass-band,2015,Elite,6,Krohnengen Brass Band,Harald Eikaas,Myth Forest - Hestefallstjønn,['Myth Forest - Hestefallstjønn'],Stig Nordhagen,['Stig Nordhagen'],90.0,100.0,,,,,2025-09-29T23:32:39.770113
2015-elite-07-molde-brass-band,2015,Elite,7,Molde Brass Band,Russell Gray,As If A Voice Were In Them...,['As If A Voice Were In Them...'],Oliver Waespi,['Oliver Waespi'],89.5,100.0,,,,,2025-09-29T23:32:39.770116
2015-elite-08-jaren-hornmusikkforening,2015,Elite,8,Jaren Hornmusikkforening,Howard J Evans,Yggdrasill,['Yggdrasill'],Dan Price,['Dan Price'],89.25,100.0,,,,,2025-09-29T23:32:39.770118
2015-elite-09-kleppe-musikklag,2015,Elite,9,Kleppe Musikklag,John-Philip Hannevik,Sketches from Nowhere,['Sketches from Nowhere'],Thomas Doss,['Thomas Doss'],89.0,100.0,,,,,2025-09-29T23:32:39.770120
2015-elite-10-ila-brass-band,2015,Elite,10,Ila Brass Band,Thomas Rimul,Sketches from Nowhere,['Sketches from Nowhere'],Thomas Doss,['Thomas Doss'],87.0,100.0,,,,,2025-09-29T23:32:39.770122
2015-1-divisjon-01-oslofjord-brass,2015,1. divisjon,1,Oslofjord Brass,Garry Cutt,St. Magnus,['St. Magnus'],Kenneth Downie,['Kenneth Downie'],96.0,100.0,,,,,2025-09-29T23:32:39.770125
2015-1-divisjon-02-askøy-brass-band,2015,1. divisjon,2,Askøy Brass Band,Reid Gilje,Sounds,['Sounds'],John Golland,['John Golland'],95.5,100.0,,,,,2025-09-29T23:32:39.770127
2015-1-divisjon-03-tertnes-brass,2015,1. divisjon,3,Tertnes Brass,Gary Peterson,Music of the Spheres,['Music of the Spheres'],Philip Sparke,['Philip Sparke'],93.5,100.0,,,,,2025-09-29T23:32:39.770129
2015-1-divisjon-04-hasle-brass,2015,1. divisjon,4,Hasle Brass,Robert Solberg Nilsen,Montage,['Montage'],Peter Graham,['Peter Graham'],92.0,100.0,,,,,2025-09-29T23:32:39.770131
