id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2006-elite-01-stavanger-brass-band,2006,Elite,1,Stavanger Brass Band,Russell Gray,Eden,['Eden'],John Pickard,['John Pickard'],96.5,100.0,,,,,2025-09-29T23:32:39.731468
2006-elite-02-manger-musikklag,2006,Elite,2,Manger Musikklag,Robert Childs,Cantigas,['Cantigas'],Torstein Aagaard-Nilsen,['Torstein Aagaard-Nilsen'],96.0,100.0,,,,,2025-09-29T23:32:39.731474
2006-elite-03-eikanger-bjørsvik-musikklag,2006,Elite,3,Eikanger-Bjørsvik Musikklag,Dr. Nicholas Childs,Journey to the Centre of the Earth,['Journey to the Centre of the Earth'],Peter Graham,['Peter Graham'],94.0,100.0,,,,,2025-09-29T23:32:39.731477
2006-elite-04-oslofjord-brass,2006,Elite,4,Oslofjord Brass,Michael Antrobus,Whitsun Wakes,['Whitsun Wakes'],Michael Ball,['Michael Ball'],91.5,100.0,,,,,2025-09-29T23:32:39.731480
2006-elite-05-molde-brass-band,2006,Elite,5,Molde Brass Band,Garry Cutt,Ginnungagap... Seeming emptiness,['Ginnungagap... Seeming emptiness'],Johan Evenepoel,['Johan Evenepoel'],90.5,100.0,,,,,2025-09-29T23:32:39.731483
2006-elite-06-sandefjord-brass-symposium,2006,Elite,6,Sandefjord Brass Symposium,Ray Farr,Music for the Moving Image,['Music for the Moving Image'],Philip Wilby,['Philip Wilby'],89.5,100.0,,,,,2025-09-29T23:32:39.731489
2006-elite-07-ila-brass-band,2006,Elite,7,Ila Brass Band,Trond Korsgård,Guovssahasat,['Guovssahasat'],Per-Anders Emilsen,['Per-Anders Emilsen'],89.0,100.0,,,,,2025-09-29T23:32:39.731492
2006-elite-08-tertnes-brass,2006,Elite,8,Tertnes Brass,Bjørn Breistein,Contest Music,['Contest Music'],Wilfred Heaton,['Wilfred Heaton'],88.5,100.0,,,,,2025-09-29T23:32:39.731495
2006-elite-09-krohnengen-brass-band,2006,Elite,9,Krohnengen Brass Band,Allan Withington,Music of the Spheres,['Music of the Spheres'],Philip Sparke,['Philip Sparke'],88.5,100.0,,,,,2025-09-29T23:32:39.731497
2006-elite-10-jaren-hornmusikkforening,2006,Elite,10,Jaren Hornmusikkforening,Helge Haukås,Montage,['Montage'],Peter Graham,['Peter Graham'],86.5,100.0,,,,,2025-09-29T23:32:39.731500
2006-1-divisjon-01-tomra-brass-band,2006,1. divisjon,1,Tomra Brass Band,Frans Violet,Journey to the Centre of the Earth,['Journey to the Centre of the Earth'],Peter Graham,['Peter Graham'],95.0,100.0,,,,,2025-09-29T23:32:39.731503
2006-1-divisjon-02-oslo-brass-band,2006,1. divisjon,2,Oslo Brass Band,Michael Antrobus,Paganini Variations,['Paganini Variations'],Philip Wilby,['Philip Wilby'],94.0,100.0,,,,,2025-09-29T23:32:39.731505
2006-1-divisjon-03-kleppe-musikklag,2006,1. divisjon,3,Kleppe Musikklag,Eirik Gjerdevik,English Heritage,['English Heritage'],George Lloyd,['George Lloyd'],92.0,100.0,,,,,2025-09-29T23:32:39.731508
2006-1-divisjon-04-sola-brass-band,2006,1. divisjon,4,Sola Brass Band,Rune Gundersen,Dances and Arias,['Dances and Arias'],Edward Gregson,['Edward Gregson'],91.0,100.0,,,,,2025-09-29T23:32:39.731510
2006-1-divisjon-05-alexander-brass-band,2006,1. divisjon,5,Alexander Brass Band,Morten Evjeberg Hansen,Between the Two Rivers,['Between the Two Rivers'],Philip Sparke,['Philip Sparke'],90.0,100.0,,,,,2025-09-29T23:32:39.731513
2006-1-divisjon-06-askøy-brass-band,2006,1. divisjon,6,Askøy Brass Band,Helge Haukås,Journey into Freedom,['Journey into Freedom'],Eric Ball,['Eric Ball'],89.0,100.0,,,,,2025-09-29T23:32:39.731516
2006-1-divisjon-07-haukås-musikklag,2006,1. divisjon,7,Haukås Musikklag,Thor-Arne Pedersen,Tallis Variations,['Tallis Variations'],Philip Sparke,['Philip Sparke'],88.0,100.0,,,,,2025-09-29T23:32:39.731518
2006-1-divisjon-08-radøy-brass,2006,1. divisjon,8,Radøy Brass,Gareth Pritchard,Odyssey,['Odyssey'],Kevin Norbury,['Kevin Norbury'],87.0,100.0,,,,,2025-09-29T23:32:39.731521
2006-1-divisjon-09-oster-brass,2006,1. divisjon,9,Oster Brass,Reid Gilje,Variations on an Enigma,['Variations on an Enigma'],Philip Sparke,['Philip Sparke'],85.0,100.0,,,,,2025-09-29T23:32:39.731523
2006-1-divisjon-10-brøttum-brass,2006,1. divisjon,10,Brøttum Brass,Thorbjørn Lunde,Chivalry,['Chivalry'],Martin Ellerby,['Martin Ellerby'],84.0,100.0,,,,,2025-09-29T23:32:39.731526
2006-1-divisjon-11-tromsø-brass,2006,1. divisjon,11,Tromsø Brass,Robert Skoglund Jensen,Babylonian Tablets,['Babylonian Tablets'],Geir Davidsen,['Geir Davidsen'],82.0,100.0,,,,,2025-09-29T23:32:39.731528
2006-1-divisjon-12-vennesla-kristne-brass,2006,1. divisjon,12,Vennesla Kristne Brass,David Tellefsen,The Pilgrim,['The Pilgrim'],Kenneth Downie,['Kenneth Downie'],80.0,100.0,,,,,2025-09-29T23:32:39.731531
2006-2-divisjon-01-follesø-musikklag,2006,2. divisjon,1,Follesø Musikklag,Egil Magnussen,Kaleidoscope,['Kaleidoscope'],Philip Sparke,['Philip Sparke'],93.0,100.0,,,,,2025-09-29T23:32:39.731533
2006-2-divisjon-02-sørum-musikklag,2006,2. divisjon,2,Sørum Musikklag,Erling Johan Myrseth,Trittico,['Trittico'],James Curnow,['James Curnow'],92.0,100.0,,,,,2025-09-29T23:32:39.731536
2006-2-divisjon-03-tysnes-musikklag,2006,2. divisjon,3,Tysnes Musikklag,Eirik Gjerdevik,A London Overture,['A London Overture'],Philip Sparke,['Philip Sparke'],91.0,100.0,,,,,2025-09-29T23:32:39.731538
2006-2-divisjon-04-hornorkesteret-stavanger,2006,2. divisjon,4,Hornorkesteret Stavanger,Geir Karlson,Variations on a Ninth,['Variations on a Ninth'],Gilbert Vinter,['Gilbert Vinter'],89.0,100.0,,,,,2025-09-29T23:32:39.731541
2006-2-divisjon-05-bergen-brass-band,2006,2. divisjon,5,Bergen Brass Band,Stian E. Svendsen,A London Overture,['A London Overture'],Philip Sparke,['Philip Sparke'],88.0,100.0,,,,,2025-09-29T23:32:39.731543
2006-2-divisjon-06-ørskog-brass,2006,2. divisjon,6,Ørskog Brass,Henrik Dagestad-Dalhaug,Trittico,['Trittico'],James Curnow,['James Curnow'],87.0,100.0,,,,,2025-09-29T23:32:39.731545
