id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2008-elite-01-eikanger-bjørsvik-musikklag,2008,Elite,1,Eikanger-Bjørsvik Musikklag,Dr. Nicholas Childs,Riffs and Interludes,['Riffs and Interludes'],Torstein Aagaard-Nilsen,['Torstein Aagaard-Nilsen'],96.5,100.0,,,,,2025-09-29T23:32:39.740098
2008-elite-02-stavanger-brass-band,2008,Elite,2,Stavanger Brass Band,Allan Withington,Concerto Grosso,['Concerto Grosso'],Derek Bourgeois,['Derek Bourgeois'],94.5,100.0,,,,,2025-09-29T23:32:39.740102
2008-elite-03-krohnengen-brass-band,2008,Elite,3,Krohnengen Brass Band,Ray Farr,Eden,['Eden'],John Pickard,['John Pickard'],92.5,100.0,,,,,2025-09-29T23:32:39.740104
2008-elite-04-jaren-hornmusikkforening,2008,Elite,4,Jaren Hornmusikkforening,Helge Haukås,Elgar Variations,['Elgar Variations'],Martin Ellerby,['Martin Ellerby'],91.0,100.0,,,,,2025-09-29T23:32:39.740107
2008-elite-05-oslofjord-brass,2008,Elite,5,Oslofjord Brass,Selmer Simonsen,Music of the Spheres,['Music of the Spheres'],Philip Sparke,['Philip Sparke'],91.0,100.0,,,,,2025-09-29T23:32:39.740109
2008-elite-06-manger-musikklag,2008,Elite,6,Manger Musikklag,Robert Childs,Vienna Nights,['Vienna Nights'],Philip Wilby,['Philip Wilby'],90.0,100.0,,,,,2025-09-29T23:32:39.740111
2008-elite-07-molde-brass-band,2008,Elite,7,Molde Brass Band,Nigel Boddice,Montage,['Montage'],Peter Graham,['Peter Graham'],89.5,100.0,,,,,2025-09-29T23:32:39.740113
2008-elite-08-ila-brass-band,2008,Elite,8,Ila Brass Band,Thomas Rimul,Titan's Progress,"[""Titan's Progress""]",Hermann Pallhuber,['Hermann Pallhuber'],89.0,100.0,,,,,2025-09-29T23:32:39.740115
2008-elite-09-sandefjord-brass-symposium,2008,Elite,9,Sandefjord Brass Symposium,Garry Cutt,Extreme Make-Over,['Extreme Make-Over'],Johan de Meij,['Johan de Meij'],87.5,100.0,,,,,2025-09-29T23:32:39.740117
2008-elite-10-tertnes-brass,2008,Elite,10,Tertnes Brass,Bjørn Breistein,Tallis Variations,['Tallis Variations'],Philip Sparke,['Philip Sparke'],84.5,100.0,,,,,2025-09-29T23:32:39.740120
2008-1-divisjon-01-oslo-brass-band,2008,1. divisjon,1,Oslo Brass Band,Frode Amundsen,Dove Descending,['Dove Descending'],Philip Wilby,['Philip Wilby'],96.0,100.0,,,,,2025-09-29T23:32:39.740122
2008-1-divisjon-02-sørum-musikklag,2008,1. divisjon,2,Sørum Musikklag,Christian Tenfjord,Journey to the Centre of the Earth,['Journey to the Centre of the Earth'],Peter Graham,['Peter Graham'],94.0,100.0,,,,,2025-09-29T23:32:39.740124
2008-1-divisjon-03-tomra-brass-band,2008,1. divisjon,3,Tomra Brass Band,Frans Violet,Music of the Spheres,['Music of the Spheres'],Philip Sparke,['Philip Sparke'],92.0,100.0,,,,,2025-09-29T23:32:39.740126
2008-1-divisjon-04-sola-brass-band,2008,1. divisjon,4,Sola Brass Band,John-Philip Hannevik,Tallis Variations,['Tallis Variations'],Philip Sparke,['Philip Sparke'],91.0,100.0,,,,,2025-09-29T23:32:39.740129
2008-1-divisjon-05-oster-brass,2008,1. divisjon,5,Oster Brass,Torstein Aagaard-Nilsen,Dances and Arias,['Dances and Arias'],Edward Gregson,['Edward Gregson'],90.0,100.0,,,,,2025-09-29T23:32:39.740131
2008-1-divisjon-05-radøy-brass,2008,1. divisjon,5,Radøy Brass,Tormod Flaten,Diversions on a Bass Theme,['Diversions on a Bass Theme'],George Lloyd,['George Lloyd'],90.0,100.0,,,,,2025-09-29T23:32:39.740133
2008-1-divisjon-07-jølster-musikklag,2008,1. divisjon,7,Jølster Musikklag,Arvid Anthun,Pageantry,['Pageantry'],Herbert Howells,['Herbert Howells'],89.0,100.0,,,,,2025-09-29T23:32:39.740135
2008-1-divisjon-07-tertnes-amatørkorps,2008,1. divisjon,7,Tertnes Amatørkorps,Tormod Flaten,Salute to Youth,['Salute to Youth'],Gilbert Vinter,['Gilbert Vinter'],89.0,100.0,,,,,2025-09-29T23:32:39.740138
