id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2009-elite-01-eikanger-bjørsvik-musikklag,2009,Elite,1,Eikanger-Bjørsvik Musikklag,Dr. Nicholas Childs,Extreme Make-Over,['Extreme Make-Over'],Johan de Meij,['Johan de Meij'],96.5,100.0,,,,,2025-09-29T23:32:39.744274
2009-elite-02-oslo-brass-band,2009,Elite,2,Oslo Brass Band,Frode Amundsen,The Night to Sing,['The Night to Sing'],Bramwell Tovey,['Bramwell Tovey'],94.0,100.0,,,,,2025-09-29T23:32:39.744278
2009-elite-03-molde-brass-band,2009,Elite,3,Molde Brass Band,Garry Cutt,A Lowry Sketchbook,['A Lowry Sketchbook'],Philip Wilby,['Philip Wilby'],92.5,100.0,,,,,2025-09-29T23:32:39.744280
2009-elite-04-stavanger-brass-band,2009,Elite,4,Stavanger Brass Band,Allan Withington,Revelation,['Revelation'],Philip Wilby,['Philip Wilby'],91.5,100.0,,,,,2025-09-29T23:32:39.744282
2009-elite-05-ila-brass-band,2009,Elite,5,Ila Brass Band,Thomas Rimul,Exergy Re-Revisited,['Exergy Re-Revisited'],Dag Egil Njaa,['Dag Egil Njaa'],91.5,100.0,,,,,2025-09-29T23:32:39.744284
2009-elite-06-krohnengen-brass-band,2009,Elite,6,Krohnengen Brass Band,Ray Farr,Concerto for Brass Band,['Concerto for Brass Band'],Kenneth Downie,['Kenneth Downie'],91.0,100.0,,,,,2025-09-29T23:32:39.744287
2009-elite-07-manger-musikklag,2009,Elite,7,Manger Musikklag,Peter Sebastian Szilvay,Troglodyte Transition,['Troglodyte Transition'],Craig Farr,['Craig Farr'],91.0,100.0,,,,,2025-09-29T23:32:39.744289
2009-elite-08-oslofjord-brass,2009,Elite,8,Oslofjord Brass,Armin Renggli,Journey to the Centre of the Earth,['Journey to the Centre of the Earth'],Peter Graham,['Peter Graham'],89.5,100.0,,,,,2025-09-29T23:32:39.744291
2009-elite-09-jaren-hornmusikkforening,2009,Elite,9,Jaren Hornmusikkforening,Helge Haukås,Paganini Variations,['Paganini Variations'],Philip Wilby,['Philip Wilby'],88.0,100.0,,,,,2025-09-29T23:32:39.744293
2009-elite-10-sandefjord-brass-symposium,2009,Elite,10,Sandefjord Brass Symposium,Michael Antrobus,Tristan Encounters,['Tristan Encounters'],Martin Ellerby,['Martin Ellerby'],86.5,100.0,,,,,2025-09-29T23:32:39.744298
2009-1-divisjon-01-tertnes-brass,2009,1. divisjon,1,Tertnes Brass,Gary Peterson,Dances and Arias,['Dances and Arias'],Edward Gregson,['Edward Gregson'],97.0,100.0,,,,,2025-09-29T23:32:39.744300
2009-1-divisjon-02-sola-brass-band,2009,1. divisjon,2,Sola Brass Band,Selmer Simonsen,Music of the Spheres,['Music of the Spheres'],Philip Sparke,['Philip Sparke'],96.0,100.0,,,,,2025-09-29T23:32:39.744302
2009-1-divisjon-03-askøy-brass-band,2009,1. divisjon,3,Askøy Brass Band,Egil Magnussen,English Heritage,['English Heritage'],George Lloyd,['George Lloyd'],94.0,100.0,,,,,2025-09-29T23:32:39.744305
2009-1-divisjon-04-jølster-musikklag,2009,1. divisjon,4,Jølster Musikklag,Arvid Anthun,Ballet for Band,['Ballet for Band'],Joseph Horovitz,['Joseph Horovitz'],93.0,100.0,,,,,2025-09-29T23:32:39.744307
2009-1-divisjon-05-tomra-brass-band,2009,1. divisjon,5,Tomra Brass Band,Frans Violet,Concerto for Brass Band,['Concerto for Brass Band'],Kenneth Downie,['Kenneth Downie'],92.0,100.0,,,,,2025-09-29T23:32:39.744309
2009-1-divisjon-06-sørum-musikklag,2009,1. divisjon,6,Sørum Musikklag,Christian Tenfjord,Dove Descending,['Dove Descending'],Philip Wilby,['Philip Wilby'],91.0,100.0,,,,,2025-09-29T23:32:39.744312
2009-1-divisjon-07-kopervik-musikkorps,2009,1. divisjon,7,Kopervik Musikkorps,Simon Dobson,Journey to the Centre of the Earth,['Journey to the Centre of the Earth'],Peter Graham,['Peter Graham'],90.0,100.0,,,,,2025-09-29T23:32:39.744314
2009-1-divisjon-07-laksevåg-musikkforening,2009,1. divisjon,7,Laksevåg Musikkforening,Tom Brevik,Tallis Variations,['Tallis Variations'],Philip Sparke,['Philip Sparke'],90.0,100.0,,,,,2025-09-29T23:32:39.744316
2009-1-divisjon-09-tertnes-amatørkorps,2009,1. divisjon,9,Tertnes Amatørkorps,Martin Philip Winter,Pageantry,['Pageantry'],Herbert Howells,['Herbert Howells'],89.0,100.0,,,,,2025-09-29T23:32:39.744318
