id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2005-elite-01-eikanger-bjørsvik-musikklag,2005,Elite,1,Eikanger-Bjørsvik Musikklag,Dr. Nicholas Childs,Concerto Grosso,['Concerto Grosso'],Derek Bourgeois,['Derek Bourgeois'],97.5,100.0,,,,,2025-09-29T23:32:39.727000
2005-elite-02-manger-musikklag,2005,Elite,2,Manger Musikklag,Jesper Juul Sørensen,Harrison's Dream,"[""Harrison's Dream""]",Peter Graham,['Peter Graham'],95.0,100.0,,,,,2025-09-29T23:32:39.727004
2005-elite-03-sandefjord-brass-symposium,2005,Elite,3,Sandefjord Brass Symposium,Robert Childs,St. Magnus,['St. Magnus'],Kenneth Downie,['Kenneth Downie'],94.5,100.0,,,,,2025-09-29T23:32:39.727007
2005-elite-04-jaren-hornmusikkforening,2005,Elite,4,Jaren Hornmusikkforening,Helge Haukås,Ballet for Band,['Ballet for Band'],Joseph Horovitz,['Joseph Horovitz'],93.0,100.0,,,,,2025-09-29T23:32:39.727010
2005-elite-05-krohnengen-brass-band,2005,Elite,5,Krohnengen Brass Band,Ray Farr,Dove Descending,['Dove Descending'],Philip Wilby,['Philip Wilby'],88.5,100.0,,,,,2025-09-29T23:32:39.727013
2005-elite-06-stavanger-brass-band,2005,Elite,6,Stavanger Brass Band,David King,Music of the Spheres,['Music of the Spheres'],Philip Sparke,['Philip Sparke'],88.0,100.0,,,,,2025-09-29T23:32:39.727015
2005-elite-07-molde-brass-band,2005,Elite,7,Molde Brass Band,Nigel Boddice,Contest Music,['Contest Music'],Wilfred Heaton,['Wilfred Heaton'],87.5,100.0,,,,,2025-09-29T23:32:39.727018
2005-elite-08-ila-brass-band,2005,Elite,8,Ila Brass Band,Cathrine Winnes,Montreux Wind Dances,['Montreux Wind Dances'],Carl Rütti,['Carl Rütti'],87.0,100.0,,,,,2025-09-29T23:32:39.727020
2005-elite-09-oslofjord-brass,2005,Elite,9,Oslofjord Brass,Garry Cutt,Paganini Variations,['Paganini Variations'],Philip Wilby,['Philip Wilby'],85.5,100.0,,,,,2025-09-29T23:32:39.727023
2005-elite-10-sola-brass-band,2005,Elite,10,Sola Brass Band,Benny Wiame,Between the Moon and Mexico,['Between the Moon and Mexico'],Philip Sparke,['Philip Sparke'],85.0,100.0,,,,,2025-09-29T23:32:39.727026
2005-1-divisjon-01-tertnes-brass,2005,1. divisjon,1,Tertnes Brass,Bjørn Breistein,Dances and Arias,['Dances and Arias'],Edward Gregson,['Edward Gregson'],97.0,100.0,,,,,2025-09-29T23:32:39.727028
2005-1-divisjon-02-tomra-brass-band,2005,1. divisjon,2,Tomra Brass Band,Frans Violet,Whitsun Wakes,['Whitsun Wakes'],Michael Ball,['Michael Ball'],95.0,100.0,,,,,2025-09-29T23:32:39.727031
2005-1-divisjon-03-askøy-brass-band,2005,1. divisjon,3,Askøy Brass Band,Egil Magnussen,Tallis Variations,['Tallis Variations'],Philip Sparke,['Philip Sparke'],92.0,100.0,,,,,2025-09-29T23:32:39.727034
2005-1-divisjon-04-kleppe-musikklag,2005,1. divisjon,4,Kleppe Musikklag,Eirik Gjerdevik,Chivalry,['Chivalry'],Martin Ellerby,['Martin Ellerby'],91.0,100.0,,,,,2025-09-29T23:32:39.727036
2005-1-divisjon-05-oster-brass,2005,1. divisjon,5,Oster Brass,Reid Gilje,English Heritage,['English Heritage'],George Lloyd,['George Lloyd'],90.0,100.0,,,,,2025-09-29T23:32:39.727039
2005-1-divisjon-06-brøttum-brass,2005,1. divisjon,6,Brøttum Brass,Thorbjørn Lunde,Montage,['Montage'],Peter Graham,['Peter Graham'],89.0,100.0,,,,,2025-09-29T23:32:39.727041
2005-1-divisjon-07-oslo-brass-band,2005,1. divisjon,7,Oslo Brass Band,Sverre Stakston Olsrud,Blitz,['Blitz'],Derek Bourgeois,['Derek Bourgeois'],88.0,100.0,,,,,2025-09-29T23:32:39.727044
2005-1-divisjon-08-radøy-brass,2005,1. divisjon,8,Radøy Brass,Gareth Pritchard,A London Overture,['A London Overture'],Philip Sparke,['Philip Sparke'],87.5,100.0,,,,,2025-09-29T23:32:39.727047
2005-1-divisjon-09-alexander-brass-band,2005,1. divisjon,9,Alexander Brass Band,Morten Evjeberg Hansen,The Holy War,['The Holy War'],Ray Steadman-Allen,['Ray Steadman-Allen'],87.0,100.0,,,,,2025-09-29T23:32:39.727049
2005-1-divisjon-10-vennesla-kristne-brass,2005,1. divisjon,10,Vennesla Kristne Brass,David Tellefsen,Journey into Freedom,['Journey into Freedom'],Eric Ball,['Eric Ball'],86.0,100.0,,,,,2025-09-29T23:32:39.727052
2005-1-divisjon-11-sørum-musikklag,2005,1. divisjon,11,Sørum Musikklag,Erling Johan Myrseth,Spectrum,['Spectrum'],Gilbert Vinter,['Gilbert Vinter'],85.0,100.0,,,,,2025-09-29T23:32:39.727054
2005-1-divisjon-12-ørskog-brass,2005,1. divisjon,12,Ørskog Brass,Michael Antrobus,Five Blooms in a Welsh Garden,['Five Blooms in a Welsh Garden'],Gareth Wood,['Gareth Wood'],83.0,100.0,,,,,2025-09-29T23:32:39.727057
2005-2-divisjon-01-haukås-musikklag,2005,2. divisjon,1,Haukås Musikklag,Thor-Arne Pedersen,Connotations,['Connotations'],Edward Gregson,['Edward Gregson'],94.0,100.0,,,,,2025-09-29T23:32:39.727060
2005-2-divisjon-02-tromsø-brass,2005,2. divisjon,2,Tromsø Brass,Robert Skoglund Jensen,Blitz,['Blitz'],Derek Bourgeois,['Derek Bourgeois'],93.0,100.0,,,,,2025-09-29T23:32:39.727063
2005-2-divisjon-03-bergen-brass-band,2005,2. divisjon,3,Bergen Brass Band,Stian E. Svendsen,The Land of the Long White Cloud - Aotearoa,['The Land of the Long White Cloud - Aotearoa'],Philip Sparke,['Philip Sparke'],92.0,100.0,,,,,2025-09-29T23:32:39.727065
2005-2-divisjon-04-trondheim-politis-brassband,2005,2. divisjon,4,Trondheim Politis Brassband,Odd Steinar Mørkved,Partita on St. Theodulph,['Partita on St. Theodulph'],Kevin Norbury,['Kevin Norbury'],90.0,100.0,,,,,2025-09-29T23:32:39.727068
2005-2-divisjon-04-tertnes-amatørkorps,2005,2. divisjon,4,Tertnes Amatørkorps,Tormod Flaten,Rhapsody in Brass,['Rhapsody in Brass'],Dean Goffin,['Dean Goffin'],90.0,100.0,,,,,2025-09-29T23:32:39.727071
2005-2-divisjon-06-stangaland-brass,2005,2. divisjon,6,Stangaland Brass,Morten Evjeberg Hansen,Tallis Variations,['Tallis Variations'],Philip Sparke,['Philip Sparke'],89.0,100.0,,,,,2025-09-29T23:32:39.727073
2005-2-divisjon-07-flesland-musikklag,2005,2. divisjon,7,Flesland Musikklag,Yngve Nikolaisen,Viking Saga,['Viking Saga'],Ray Farr,['Ray Farr'],88.0,100.0,,,,,2025-09-29T23:32:39.727076
2005-2-divisjon-08-hornorkesteret-stavanger,2005,2. divisjon,8,Hornorkesteret Stavanger,Geir Karlson,The King of Elfland's Daughter,"[""The King of Elfland's Daughter""]",Rodney Newton,['Rodney Newton'],87.0,100.0,,,,,2025-09-29T23:32:39.727079
2005-2-divisjon-09-follesø-musikklag,2005,2. divisjon,9,Follesø Musikklag,Jan Arne Pupe,Firestorm,['Firestorm'],Stephen Bulla,['Stephen Bulla'],86.5,100.0,,,,,2025-09-29T23:32:39.727082
2005-2-divisjon-10-sagvåg-musikklag,2005,2. divisjon,10,Sagvåg Musikklag,Michael Fowles,Music for the Common Man,['Music for the Common Man'],Kenneth Downie,['Kenneth Downie'],86.0,100.0,,,,,2025-09-29T23:32:39.727084
2005-2-divisjon-11-fræna-musikkorps,2005,2. divisjon,11,Fræna Musikkorps,Jens Kristian Mordal,Oceans,['Oceans'],Goff Richards,['Goff Richards'],85.0,100.0,,,,,2025-09-29T23:32:39.727087
2005-2-divisjon-12-skodje-ungdomskorps,2005,2. divisjon,12,Skodje Ungdomskorps,Gary MacPhee,Music for the Common Man,['Music for the Common Man'],Kenneth Downie,['Kenneth Downie'],84.0,100.0,,,,,2025-09-29T23:32:39.727089
2005-3-divisjon-01-borge-brass-band,2005,3. divisjon,1,Borge Brass Band,Torstein Aagaard-Nilsen,The Present Age,['The Present Age'],Leslie Condon,['Leslie Condon'],94.0,100.0,,,,,2025-09-29T23:32:39.727092
2005-3-divisjon-02-tysnes-musikklag,2005,3. divisjon,2,Tysnes Musikklag,Yngve Nikolaisen,The Plantagenets,['The Plantagenets'],Edward Gregson,['Edward Gregson'],92.0,100.0,,,,,2025-09-29T23:32:39.727095
2005-3-divisjon-03-laksevåg-musikkforening,2005,3. divisjon,3,Laksevåg Musikkforening,Tom Brevik,Salute to Youth,['Salute to Youth'],Gilbert Vinter,['Gilbert Vinter'],90.0,100.0,,,,,2025-09-29T23:32:39.727098
2005-3-divisjon-04-jølster-musikklag,2005,3. divisjon,4,Jølster Musikklag,Arvid Anthun,Natalis,['Natalis'],Martin Ellerby,['Martin Ellerby'],89.0,100.0,,,,,2025-09-29T23:32:39.727100
2005-3-divisjon-05-lindås-brass,2005,3. divisjon,5,Lindås Brass,Åge Torsvik,Firestorm,['Firestorm'],Stephen Bulla,['Stephen Bulla'],88.0,100.0,,,,,2025-09-29T23:32:39.727103
2005-3-divisjon-06-rong-brass,2005,3. divisjon,6,Rong Brass,Reid Gilje,Partita for Band - Postcards from Home,['Partita for Band - Postcards from Home'],Philip Wilby,['Philip Wilby'],87.0,100.0,,,,,2025-09-29T23:32:39.727105
2005-3-divisjon-07-hasle-brass,2005,3. divisjon,7,Hasle Brass,Tarjei Gilbrant,English Heritage,['English Heritage'],George Lloyd,['George Lloyd'],86.0,100.0,,,,,2025-09-29T23:32:39.727108
2005-3-divisjon-08-gjesdal-brass-band,2005,3. divisjon,8,Gjesdal Brass Band,Russell Gray,The Long Ships,['The Long Ships'],Rodney Newton,['Rodney Newton'],85.0,100.0,,,,,2025-09-29T23:32:39.727111
2005-3-divisjon-09-musikkorpset-gjallarhorn,2005,3. divisjon,9,Musikkorpset Gjallarhorn,Rolf Aksel Gilje,Blazon,['Blazon'],Peter Graham,['Peter Graham'],84.0,100.0,,,,,2025-09-29T23:32:39.727113
