id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2012-elite-01-eikanger-bjørsvik-musikklag,2012,Elite,1,Eikanger-Bjørsvik Musikklag,David King,From Ancient Times,['From Ancient Times'],Jan Van der Roost,['Jan Van der Roost'],98.0,100.0,,,,,2025-09-29T23:32:39.757315
2012-elite-02-manger-musikklag,2012,Elite,2,Manger Musikklag,Peter Sebastian Szilvay,Audivi Media Nocte,['Audivi Media Nocte'],Oliver Waespi,['Oliver Waespi'],95.5,100.0,,,,,2025-09-29T23:32:39.757319
2012-elite-03-stavanger-brass-band,2012,Elite,3,Stavanger Brass Band,Allan Withington,Vienna Nights,['Vienna Nights'],Philip Wilby,['Philip Wilby'],94.5,100.0,,,,,2025-09-29T23:32:39.757321
2012-elite-04-molde-brass-band,2012,Elite,4,Molde Brass Band,Russell Gray,On the Shoulders of Giants,['On the Shoulders of Giants'],Peter Graham,['Peter Graham'],93.5,100.0,,,,,2025-09-29T23:32:39.757324
2012-elite-05-ila-brass-band,2012,Elite,5,Ila Brass Band,Thomas Rimul,Klang (!),['Klang (!)'],Ørjan Matre,['Ørjan Matre'],91.0,100.0,,,,,2025-09-29T23:32:39.757326
2012-elite-06-sola-brass-band,2012,Elite,6,Sola Brass Band,Ian Porthouse,Music of the Spheres,['Music of the Spheres'],Philip Sparke,['Philip Sparke'],90.5,100.0,,,,,2025-09-29T23:32:39.757328
2012-elite-07-oslo-brass-band,2012,Elite,7,Oslo Brass Band,Andreas Hanson,Red Priest,['Red Priest'],Philip Wilby,['Philip Wilby'],90.0,100.0,,,,,2025-09-29T23:32:39.757330
2012-elite-08-krohnengen-brass-band,2012,Elite,8,Krohnengen Brass Band,Gary Peterson,Revelation,['Revelation'],Philip Wilby,['Philip Wilby'],89.5,100.0,,,,,2025-09-29T23:32:39.757332
2012-elite-09-kleppe-musikklag,2012,Elite,9,Kleppe Musikklag,Rune Hannisdal,Brass Blót,['Brass Blót'],Håkon Berge,['Håkon Berge'],89.25,100.0,,,,,2025-09-29T23:32:39.757334
2012-elite-10-jaren-hornmusikkforening,2012,Elite,10,Jaren Hornmusikkforening,Howard J Evans,Dove Descending,['Dove Descending'],Philip Wilby,['Philip Wilby'],86.5,100.0,,,,,2025-09-29T23:32:39.757336
2012-1-divisjon-01-tertnes-brass,2012,1. divisjon,1,Tertnes Brass,John-Philip Hannevik,Harmony Music,['Harmony Music'],Philip Sparke,['Philip Sparke'],95.0,100.0,,,,,2025-09-29T23:32:39.757339
2012-1-divisjon-02-ørskog-brass,2012,1. divisjon,2,Ørskog Brass,Alan Morrison,A Lowry Sketchbook,['A Lowry Sketchbook'],Philip Wilby,['Philip Wilby'],94.5,100.0,,,,,2025-09-29T23:32:39.757341
2012-1-divisjon-03-bjørsvik-brass,2012,1. divisjon,3,Bjørsvik Brass,Russell Gray,Variations on an Enigma,['Variations on an Enigma'],Philip Sparke,['Philip Sparke'],94.0,100.0,,,,,2025-09-29T23:32:39.757343
2012-1-divisjon-04-oster-brass,2012,1. divisjon,4,Oster Brass,Torstein Aagaard-Nilsen,The Land of the Long White Cloud - Aotearoa,['The Land of the Long White Cloud - Aotearoa'],Philip Sparke,['Philip Sparke'],92.0,100.0,,,,,2025-09-29T23:32:39.757346
