id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2003-elite-01-stavanger-brass-band,2003,Elite,1,Stavanger Brass Band,David King,Concerto Grosso,['Concerto Grosso'],Derek Bourgeois,['Derek Bourgeois'],98.5,100.0,,,,,2025-09-29T23:32:39.716889
2003-elite-02-eikanger-bjørsvik-musikklag,2003,Elite,2,Eikanger-Bjørsvik Musikklag,Dr. Nicholas Childs,The Trumpets of the Angels,['The Trumpets of the Angels'],Edward Gregson,['Edward Gregson'],97.0,100.0,,,,,2025-09-29T23:32:39.716894
2003-elite-03-sandefjord-brass-symposium,2003,Elite,3,Sandefjord Brass Symposium,Garry Cutt,Of Men and Mountains,['Of Men and Mountains'],Edward Gregson,['Edward Gregson'],93.0,100.0,,,,,2025-09-29T23:32:39.716898
2003-elite-04-manger-musikklag,2003,Elite,4,Manger Musikklag,Allan Withington,Harmony Music,['Harmony Music'],Philip Sparke,['Philip Sparke'],91.5,100.0,,,,,2025-09-29T23:32:39.716901
2003-elite-05-molde-brass-band,2003,Elite,5,Molde Brass Band,Alan Morrison,Dove Descending,['Dove Descending'],Philip Wilby,['Philip Wilby'],91.0,100.0,,,,,2025-09-29T23:32:39.716904
2003-elite-06-krohnengen-brass-band,2003,Elite,6,Krohnengen Brass Band,Ray Farr,Masquerade,['Masquerade'],Philip Wilby,['Philip Wilby'],91.0,100.0,,,,,2025-09-29T23:32:39.716907
2003-elite-07-ila-brass-band,2003,Elite,7,Ila Brass Band,Bjørn Sagstad,Salamander,['Salamander'],John McCabe,['John McCabe'],90.0,100.0,,,,,2025-09-29T23:32:39.716909
2003-elite-08-oslofjord-brass,2003,Elite,8,Oslofjord Brass,Robert Childs,Revelation,['Revelation'],Philip Wilby,['Philip Wilby'],89.0,100.0,,,,,2025-09-29T23:32:39.716912
2003-elite-09-jaren-hornmusikkforening,2003,Elite,9,Jaren Hornmusikkforening,Helge Haukås,Riffs and Interludes,['Riffs and Interludes'],Torstein Aagaard-Nilsen,['Torstein Aagaard-Nilsen'],86.0,100.0,,,,,2025-09-29T23:32:39.716915
2003-elite-10-alexander-brass-band,2003,Elite,10,Alexander Brass Band,Morten Evjeberg Hansen,Connotations,['Connotations'],Edward Gregson,['Edward Gregson'],84.0,100.0,,,,,2025-09-29T23:32:39.716918
