id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2016-elite-01-eikanger-bjørsvik-musikklag,2016,Elite,1,Eikanger-Bjørsvik Musikklag,Dr. Nicholas Childs,Trance,['Trance'],Thomas Doss,['Thomas Doss'],96.75,100.0,,,,,2025-09-29T23:32:39.774488
2016-elite-02-manger-musikklag,2016,Elite,2,Manger Musikklag,Philip Harper,Old Licks Bluesed Up,['Old Licks Bluesed Up'],Torstein Aagaard-Nilsen,['Torstein Aagaard-Nilsen'],96.5,100.0,,,,,2025-09-29T23:32:39.774491
2016-elite-03-stavanger-brass-band,2016,Elite,3,Stavanger Brass Band,Allan Withington,Trance,['Trance'],Thomas Doss,['Thomas Doss'],96.5,100.0,,,,,2025-09-29T23:32:39.774493
2016-elite-04-jaren-hornmusikkforening,2016,Elite,4,Jaren Hornmusikkforening,Howard J Evans,Titan's Progress,"[""Titan's Progress""]",Hermann Pallhuber,['Hermann Pallhuber'],92.5,100.0,,,,,2025-09-29T23:32:39.774495
2016-elite-05-bjørsvik-brass,2016,Elite,5,Bjørsvik Brass,Howard Snell,Rococo Variations,['Rococo Variations'],Edward Gregson,['Edward Gregson'],92.0,100.0,,,,,2025-09-29T23:32:39.774498
2016-elite-06-oslo-brass-band,2016,Elite,6,Oslo Brass Band,Geir Holm,Titan's Progress,"[""Titan's Progress""]",Hermann Pallhuber,['Hermann Pallhuber'],91.0,100.0,,,,,2025-09-29T23:32:39.774500
2016-elite-07-krohnengen-brass-band,2016,Elite,7,Krohnengen Brass Band,Bjørn Breistein,Audivi Media Nocte,['Audivi Media Nocte'],Oliver Waespi,['Oliver Waespi'],91.0,100.0,,,,,2025-09-29T23:32:39.774502
2016-elite-08-oslofjord-brass,2016,Elite,8,Oslofjord Brass,Garry Cutt,Music of the Spheres,['Music of the Spheres'],Philip Sparke,['Philip Sparke'],87.75,100.0,,,,,2025-09-29T23:32:39.774504
2016-elite-09-ila-brass-band,2016,Elite,9,Ila Brass Band,Adam Cooke,REM-Scapes,['REM-Scapes'],Thomas Doss,['Thomas Doss'],86.5,100.0,,,,,2025-09-29T23:32:39.774506
2016-elite-10-molde-brass-band,2016,Elite,10,Molde Brass Band,Russell Gray,As If A Voice Were In Them...,['As If A Voice Were In Them...'],Oliver Waespi,['Oliver Waespi'],86.0,100.0,,,,,2025-09-29T23:32:39.774509
2016-1-divisjon-01-kleppe-musikklag,2016,1. divisjon,1,Kleppe Musikklag,John-Philip Hannevik,REM-Scapes,['REM-Scapes'],Thomas Doss,['Thomas Doss'],95.0,100.0,,,,,2025-09-29T23:32:39.774511
2016-1-divisjon-02-tertnes-brass,2016,1. divisjon,2,Tertnes Brass,David Roberts,As If A Voice Were In Them...,['As If A Voice Were In Them...'],Oliver Waespi,['Oliver Waespi'],94.0,100.0,,,,,2025-09-29T23:32:39.774513
2016-1-divisjon-03-askøy-brass-band,2016,1. divisjon,3,Askøy Brass Band,Reid Gilje,Sketches from Nowhere,['Sketches from Nowhere'],Thomas Doss,['Thomas Doss'],93.0,100.0,,,,,2025-09-29T23:32:39.774516
2016-1-divisjon-04-musikkorpset-gjallarhorn,2016,1. divisjon,4,Musikkorpset Gjallarhorn,Selmer Simonsen,Chivalry,['Chivalry'],Martin Ellerby,['Martin Ellerby'],91.0,100.0,,,,,2025-09-29T23:32:39.774518
