id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2011-elite-01-eikanger-bjørsvik-musikklag,2011,Elite,1,Eikanger-Bjørsvik Musikklag,David King,Spiriti,['Spiriti'],Thomas Doss,['Thomas Doss'],96.5,100.0,,,,,2025-09-29T23:32:39.753022
2011-elite-02-manger-musikklag,2011,Elite,2,Manger Musikklag,Peter Sebastian Szilvay,Old Licks Bluesed Up,['Old Licks Bluesed Up'],Torstein Aagaard-Nilsen,['Torstein Aagaard-Nilsen'],95.5,100.0,,,,,2025-09-29T23:32:39.753027
2011-elite-03-stavanger-brass-band,2011,Elite,3,Stavanger Brass Band,Allan Withington,The Night to Sing,['The Night to Sing'],Bramwell Tovey,['Bramwell Tovey'],95.0,100.0,,,,,2025-09-29T23:32:39.753031
2011-elite-04-krohnengen-brass-band,2011,Elite,4,Krohnengen Brass Band,Gary Peterson,"Vocalise, Fanfare and Rondo","['Vocalise, Fanfare and Rondo']",Gary B. Peterson,['Gary B. Peterson'],93.0,100.0,,,,,2025-09-29T23:32:39.753034
2011-elite-05-ila-brass-band,2011,Elite,5,Ila Brass Band,Thomas Rimul,Seid,['Seid'],Torstein Aagaard-Nilsen,['Torstein Aagaard-Nilsen'],92.0,100.0,,,,,2025-09-29T23:32:39.753037
2011-elite-06-molde-brass-band,2011,Elite,6,Molde Brass Band,Russell Gray,Cambridge Variations,['Cambridge Variations'],Philip Sparke,['Philip Sparke'],91.0,100.0,,,,,2025-09-29T23:32:39.753040
2011-elite-07-sola-brass-band,2011,Elite,7,Sola Brass Band,Benny Wiame,Montage,['Montage'],Peter Graham,['Peter Graham'],89.5,100.0,,,,,2025-09-29T23:32:39.753043
2011-elite-08-oslo-brass-band,2011,Elite,8,Oslo Brass Band,Frode Amundsen,From Ancient Times,['From Ancient Times'],Jan Van der Roost,['Jan Van der Roost'],89.0,100.0,,,,,2025-09-29T23:32:39.753046
2011-elite-09-sandefjord-brass-symposium,2011,Elite,9,Sandefjord Brass Symposium,David Roberts,On the Shoulders of Giants,['On the Shoulders of Giants'],Peter Graham,['Peter Graham'],88.5,100.0,,,,,2025-09-29T23:32:39.753048
2011-elite-10-oslofjord-brass,2011,Elite,10,Oslofjord Brass,Simon Dobson,Titan's Progress,"[""Titan's Progress""]",Hermann Pallhuber,['Hermann Pallhuber'],87.0,100.0,,,,,2025-09-29T23:32:39.753050
