id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2018-elite-01-eikanger-bjørsvik-musikklag,2018,Elite,1,Eikanger-Bjørsvik Musikklag,Ingar Bergby,Partita,['Partita'],Wilfred Heaton,['Wilfred Heaton'],98.5,100.0,,,,,2025-09-29T23:32:39.783099
2018-elite-02-manger-musikklag,2018,Elite,2,Manger Musikklag,Peter Sebastian Szilvay,"Raveling, Unraveling - in search of La Valse","['Raveling, Unraveling - in search of La Valse']",Philip Sparke,['Philip Sparke'],96.75,100.0,,,,,2025-09-29T23:32:39.783102
2018-elite-03-stavanger-brass-band,2018,Elite,3,Stavanger Brass Band,Allan Withington,Goldberg 2012,['Goldberg 2012'],Svein Henrik Giske,['Svein Henrik Giske'],95.75,100.0,,,,,2025-09-29T23:32:39.783104
2018-elite-04-oslo-brass-band,2018,Elite,4,Oslo Brass Band,Robert Solberg Nilsen,Dove Descending,['Dove Descending'],Philip Wilby,['Philip Wilby'],94.75,100.0,,,,,2025-09-29T23:32:39.783107
2018-elite-05-bjørsvik-brass,2018,Elite,5,Bjørsvik Brass,Andreas Hanson,Revelation,['Revelation'],Philip Wilby,['Philip Wilby'],94.25,100.0,,,,,2025-09-29T23:32:39.783109
2018-elite-06-tertnes-brass,2018,Elite,6,Tertnes Brass,Martin Philip Winter,As If A Voice Were In Them...,['As If A Voice Were In Them...'],Oliver Waespi,['Oliver Waespi'],94.0,100.0,,,,,2025-09-29T23:32:39.783111
2018-elite-07-jaren-hornmusikkforening,2018,Elite,7,Jaren Hornmusikkforening,Florent Didier,Journey of the Lone Wolf,['Journey of the Lone Wolf'],Simon Dobson,['Simon Dobson'],92.75,100.0,,,,,2025-09-29T23:32:39.783114
2018-elite-08-molde-brass-band,2018,Elite,8,Molde Brass Band,Russell Gray,Music of the Spheres,['Music of the Spheres'],Philip Sparke,['Philip Sparke'],92.5,100.0,,,,,2025-09-29T23:32:39.783116
2018-elite-09-krohnengen-brass-band,2018,Elite,9,Krohnengen Brass Band,Dr. Nicholas Childs,Extreme Make-Over,['Extreme Make-Over'],Johan de Meij,['Johan de Meij'],92.0,100.0,,,,,2025-09-29T23:32:39.783118
2018-elite-10-kleppe-musikklag,2018,Elite,10,Kleppe Musikklag,John-Philip Hannevik,Journey of the Lone Wolf,['Journey of the Lone Wolf'],Simon Dobson,['Simon Dobson'],90.5,100.0,,,,,2025-09-29T23:32:39.783120
2018-1-divisjon-01-musikkorpset-gjallarhorn,2018,1. divisjon,1,Musikkorpset Gjallarhorn,Rune Gundersen,Of Distant Memories,['Of Distant Memories'],Edward Gregson,['Edward Gregson'],95.5,100.0,,,,,2025-09-29T23:32:39.783123
2018-1-divisjon-02-oslofjord-brass,2018,1. divisjon,2,Oslofjord Brass,Rune Hannisdal,Sinfonietta no. 3,['Sinfonietta no. 3'],Etienne Crausaz,['Etienne Crausaz'],95.0,100.0,,,,,2025-09-29T23:32:39.783125
2018-1-divisjon-03-ila-brass-band,2018,1. divisjon,3,Ila Brass Band,Adam Cooke,Metropolis 1927,['Metropolis 1927'],Peter Graham,['Peter Graham'],94.5,100.0,,,,,2025-09-29T23:32:39.783127
