id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2020-elite-01-stavanger-brass-band,2020,Elite,1,Stavanger Brass Band,Allan Withington,The Turing Test,['The Turing Test'],Simon Dobson,['Simon Dobson'],98.5,100.0,,,,,2025-09-29T23:32:39.791872
2020-elite-02-manger-musikklag,2020,Elite,2,Manger Musikklag,Peter Sebastian Szilvay,Midnight's Butterflies,"[""Midnight's Butterflies""]",Maurice Donnet-Monay,['Maurice Donnet-Monay'],95.75,100.0,,,,,2025-09-29T23:32:39.791875
2020-elite-03-eikanger-bjørsvik-musikklag,2020,Elite,3,Eikanger-Bjørsvik Musikklag,Ingar Bergby,Spiriti,['Spiriti'],Thomas Doss,['Thomas Doss'],95.0,100.0,,,,,2025-09-29T23:32:39.791878
2020-elite-04-jaren-hornmusikkforening,2020,Elite,4,Jaren Hornmusikkforening,Florent Didier,VENOM - HorrorShow II,['VENOM - HorrorShow II'],Simon Dobson,['Simon Dobson'],94.0,100.0,,,,,2025-09-29T23:32:39.791880
2020-elite-05-krohnengen-brass-band,2020,Elite,5,Krohnengen Brass Band,Dr. Nicholas Childs,Fraternity,['Fraternity'],Thierry Deleruyelle,['Thierry Deleruyelle'],93.25,100.0,,,,,2025-09-29T23:32:39.791882
2020-elite-06-tertnes-brass,2020,Elite,6,Tertnes Brass,Martin Philip Winter,Metropolis 1927,['Metropolis 1927'],Peter Graham,['Peter Graham'],92.75,100.0,,,,,2025-09-29T23:32:39.791885
2020-elite-07-kleppe-musikklag,2020,Elite,7,Kleppe Musikklag,John-Philip Hannevik,As If A Voice Were In Them...,['As If A Voice Were In Them...'],Oliver Waespi,['Oliver Waespi'],92.0,100.0,,,,,2025-09-29T23:32:39.791887
2020-elite-08-bjørsvik-brass,2020,Elite,8,Bjørsvik Brass,Andreas Hanson,The Night to Sing,['The Night to Sing'],Bramwell Tovey,['Bramwell Tovey'],91.75,100.0,,,,,2025-09-29T23:32:39.791889
2020-elite-09-oslofjord-brass,2020,Elite,9,Oslofjord Brass,Frode Amundsen,Where Angels Fly,['Where Angels Fly'],Kevin Houben,['Kevin Houben'],91.5,100.0,,,,,2025-09-29T23:32:39.791891
2020-elite-10-oslo-brass-band,2020,Elite,10,Oslo Brass Band,Ivan Meylemans,The Turing Test,['The Turing Test'],Simon Dobson,['Simon Dobson'],91.0,100.0,,,,,2025-09-29T23:32:39.791893
2020-1-divisjon-01-ila-brass-band,2020,1. divisjon,1,Ila Brass Band,Magnus Brandseth,Myth Forest - Hestefallstjønn,['Myth Forest - Hestefallstjønn'],Stig Nordhagen,['Stig Nordhagen'],97.0,100.0,,,,,2025-09-29T23:32:39.791896
2020-1-divisjon-02-rong-brass,2020,1. divisjon,2,Rong Brass,Erik Janssen,Bipolar(ity),['Bipolar(ity)'],Stijn Aertgeerts,['Stijn Aertgeerts'],96.0,100.0,,,,,2025-09-29T23:32:39.791898
2020-1-divisjon-03-askøy-brass-band,2020,1. divisjon,3,Askøy Brass Band,Reid Gilje,Destination Moon,['Destination Moon'],Paul Raphael,['Paul Raphael'],94.0,100.0,,,,,2025-09-29T23:32:39.791901
2020-1-divisjon-04-musikkorpset-gjallarhorn,2020,1. divisjon,4,Musikkorpset Gjallarhorn,Adam Cooke,Rococo Variations,['Rococo Variations'],Edward Gregson,['Edward Gregson'],93.5,100.0,,,,,2025-09-29T23:32:39.791903
2020-1-divisjon-05-radøy-brass,2020,1. divisjon,5,Radøy Brass,Bjørn Breistein,Brass Blót,['Brass Blót'],Håkon Berge,['Håkon Berge'],93.0,100.0,,,,,2025-09-29T23:32:39.791905
2020-1-divisjon-06-tomra-brass-band,2020,1. divisjon,6,Tomra Brass Band,Frans Violet,Dynasty,['Dynasty'],Peter Graham,['Peter Graham'],92.0,100.0,,,,,2025-09-29T23:32:39.791907
