id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2002-elite-01-manger-musikklag,2002,Elite,1,Manger Musikklag,Allan Withington,Montage,['Montage'],Peter Graham,['Peter Graham'],96.0,100.0,,,,,2025-09-29T23:32:39.711687
2002-elite-02-krohnengen-brass-band,2002,Elite,2,Krohnengen Brass Band,Ray Farr,Revelation,['Revelation'],Philip Wilby,['Philip Wilby'],94.0,100.0,,,,,2025-09-29T23:32:39.711693
2002-elite-03-stavanger-brass-band,2002,Elite,3,Stavanger Brass Band,Steve Bastable,Tristan Encounters,['Tristan Encounters'],Martin Ellerby,['Martin Ellerby'],93.0,100.0,,,,,2025-09-29T23:32:39.711696
2002-elite-04-molde-brass-band,2002,Elite,4,Molde Brass Band,Alan Morrison,Harrison's Dream,"[""Harrison's Dream""]",Peter Graham,['Peter Graham'],91.5,100.0,,,,,2025-09-29T23:32:39.711700
2002-elite-05-oslofjord-brass,2002,Elite,5,Oslofjord Brass,Peter Parkes,Contest Music,['Contest Music'],Wilfred Heaton,['Wilfred Heaton'],91.5,100.0,,,,,2025-09-29T23:32:39.711703
2002-elite-06-sandefjord-brass-symposium,2002,Elite,6,Sandefjord Brass Symposium,Garry Cutt,Dove Descending,['Dove Descending'],Philip Wilby,['Philip Wilby'],90.5,100.0,,,,,2025-09-29T23:32:39.711706
2002-elite-07-eikanger-bjørsvik-musikklag,2002,Elite,7,Eikanger-Bjørsvik Musikklag,Howard Snell,"Daphnis et Cloé, 2nd Suite","['Daphnis et Cloé, 2nd Suite']","Maurice Ravel, arr: Howard Snell","['Maurice Ravel, arr: Howard Snell']",90.5,100.0,,,,,2025-09-29T23:32:39.711710
2002-elite-08-ila-brass-band,2002,Elite,8,Ila Brass Band,Frank Renton,Between the Moon and Mexico,['Between the Moon and Mexico'],Philip Sparke,['Philip Sparke'],89.5,100.0,,,,,2025-09-29T23:32:39.711714
2002-elite-09-jaren-hornmusikkforening,2002,Elite,9,Jaren Hornmusikkforening,Helge Haukås,Klang (!),['Klang (!)'],Ørjan Matre,['Ørjan Matre'],88.0,100.0,,,,,2025-09-29T23:32:39.711717
2002-elite-10-tertnes-brass,2002,Elite,10,Tertnes Brass,Michael Antrobus,A Lowry Sketchbook,['A Lowry Sketchbook'],Philip Wilby,['Philip Wilby'],88.0,100.0,,,,,2025-09-29T23:32:39.711720
2002-1-divisjon-01-alexander-brass-band,2002,1. divisjon,1,Alexander Brass Band,Philip Sparke,Tallis Variations,['Tallis Variations'],Philip Sparke,['Philip Sparke'],97.0,100.0,,,,,2025-09-29T23:32:39.711724
2002-1-divisjon-02-askøy-brass-band,2002,1. divisjon,2,Askøy Brass Band,Yngve Nikolaisen,The Forest of Dean,['The Forest of Dean'],Derek Bourgeois,['Derek Bourgeois'],95.0,100.0,,,,,2025-09-29T23:32:39.711727
