id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2010-elite-01-manger-musikklag,2010,Elite,1,Manger Musikklag,Peter Sebastian Szilvay,Dove Descending,['Dove Descending'],Philip Wilby,['Philip Wilby'],95.0,100.0,,,,,2025-09-29T23:32:39.748758
2010-elite-02-eikanger-bjørsvik-musikklag,2010,Elite,2,Eikanger-Bjørsvik Musikklag,Dr. Nicholas Childs,Titan's Progress,"[""Titan's Progress""]",Hermann Pallhuber,['Hermann Pallhuber'],94.5,100.0,,,,,2025-09-29T23:32:39.748763
2010-elite-03-ila-brass-band,2010,Elite,3,Ila Brass Band,Thomas Rimul,The Trumpets of the Angels,['The Trumpets of the Angels'],Edward Gregson,['Edward Gregson'],93.25,100.0,,,,,2025-09-29T23:32:39.748765
2010-elite-04-krohnengen-brass-band,2010,Elite,4,Krohnengen Brass Band,Gary Peterson,Montreux Wind Dances,['Montreux Wind Dances'],Carl Rütti,['Carl Rütti'],93.0,100.0,,,,,2025-09-29T23:32:39.748768
2010-elite-05-oslofjord-brass,2010,Elite,5,Oslofjord Brass,Simon Dobson,Sounds,['Sounds'],John Golland,['John Golland'],92.0,100.0,,,,,2025-09-29T23:32:39.748770
2010-elite-06-stavanger-brass-band,2010,Elite,6,Stavanger Brass Band,Allan Withington,Masquerade,['Masquerade'],Philip Wilby,['Philip Wilby'],92.0,100.0,,,,,2025-09-29T23:32:39.748772
2010-elite-07-molde-brass-band,2010,Elite,7,Molde Brass Band,Russell Gray,Brass Blót,['Brass Blót'],Håkon Berge,['Håkon Berge'],90.5,100.0,,,,,2025-09-29T23:32:39.748775
2010-elite-08-sola-brass-band,2010,Elite,8,Sola Brass Band,Selmer Simonsen,Music of the Spheres,['Music of the Spheres'],Philip Sparke,['Philip Sparke'],88.5,100.0,,,,,2025-09-29T23:32:39.748777
2010-elite-09-tertnes-brass,2010,Elite,9,Tertnes Brass,John-Philip Hannevik,Prague,['Prague'],Judith Bingham,['Judith Bingham'],87.0,100.0,,,,,2025-09-29T23:32:39.748779
2010-elite-10-oslo-brass-band,2010,Elite,10,Oslo Brass Band,Frode Amundsen,Seid - Version B,['Seid - Version B'],Torstein Aagaard-Nilsen,['Torstein Aagaard-Nilsen'],87.0,100.0,,,,,2025-09-29T23:32:39.748781
