id,year,division,rank,orchestra,conductor,pieces,pieces_list,composers,composers_list,points,max_points,image_url,orchestra_url,conductor_url,piece_urls,scraped_at
2024-elite-01-eikanger-bjørsvik-musikklag,2024,Elite,1,Eikanger-Bjørsvik Musikklag,Florent Didier,Jesus in Tibet,['Jesus in Tibet'],Simon Dobson,['Simon Dobson'],97.5,100.0,,,,,2025-09-29T23:32:39.800901
2024-elite-02-manger-musikklag,2024,Elite,2,Manger Musikklag,Allan Withington,Sand and Stars,['Sand and Stars'],Thierry Deleruyelle,['Thierry Deleruyelle'],95.5,100.0,,,,,2025-09-29T23:32:39.800904
2024-elite-03-stavanger-brass-band,2024,Elite,3,Stavanger Brass Band,Frédéric Théodoloz,Sand and Stars,['Sand and Stars'],Thierry Deleruyelle,['Thierry Deleruyelle'],95.25,100.0,,,,,2025-09-29T23:32:39.800907
2024-elite-04-tertnes-brass,2024,Elite,4,Tertnes Brass,Paul Holland,Harmony Music,['Harmony Music'],Philip Sparke,['Philip Sparke'],93.25,100.0,,,,,2025-09-29T23:32:39.800909
2024-elite-05-brøttum-brass,2024,Elite,5,Brøttum Brass,David Morton,As If A Voice Were In Them...,['As If A Voice Were In Them...'],Oliver Waespi,['Oliver Waespi'],93.0,100.0,,,,,2025-09-29T23:32:39.800911
2024-elite-06-bjørsvik-brass,2024,Elite,6,Bjørsvik Brass,Andreas Hanson,A Lowry Sketchbook,['A Lowry Sketchbook'],Philip Wilby,['Philip Wilby'],92.0,100.0,,,,,2025-09-29T23:32:39.800914
2024-elite-07-oslo-brass-band,2024,Elite,7,Oslo Brass Band,Sebastian Haukås,Fraternity,['Fraternity'],Thierry Deleruyelle,['Thierry Deleruyelle'],91.25,100.0,,,,,2025-09-29T23:32:39.800916
2024-elite-08-kleppe-musikklag,2024,Elite,8,Kleppe Musikklag,Tormod Flaten,Where Angels Fly,['Where Angels Fly'],Kevin Houben,['Kevin Houben'],91.0,100.0,,,,,2025-09-29T23:32:39.800918
2024-elite-09-jaren-hornmusikkforening,2024,Elite,9,Jaren Hornmusikkforening,Maurice Donnet-Monay,Other Lives,['Other Lives'],Oliver Waespi,['Oliver Waespi'],90.0,100.0,,,,,2025-09-29T23:32:39.800920
2024-elite-10-rong-brass,2024,Elite,10,Rong Brass,Dr. Nicholas Childs,Dynasty,['Dynasty'],Peter Graham,['Peter Graham'],88.5,100.0,,,,,2025-09-29T23:32:39.800922
2024-1-divisjon-01-oslofjord-brass,2024,1. divisjon,1,Oslofjord Brass,Frode Amundsen,Fraternity,['Fraternity'],Thierry Deleruyelle,['Thierry Deleruyelle'],97.0,100.0,,,,,2025-09-29T23:32:39.800925
